external_id;name;description
1948;Domaine de Villeneuve;"Le Domaine de Villeneuve est un mas typiquement Languedocien avec ses batisses en pierres de pays : un caveau de vente directe avec une voute du XIIeme siecle, une cave de vinification traditionnelle, magnanerie et four a pain. Entoure de ses vignes implantees dans un cirque naturel forme par le Causse de lHortus, le Domaine de Villeneuve est situe a 30 kilometres au Nord de Montpellier, a la sortie du Hameau Les Embruscalles a Claret,  ce domaine a des origines tres anciennes, celles des lambrusques, vignes sauvages qui poussaient dans cet ecrin au microclimat tres favorable a labri des arbrisseaux et des oliviers. Ce terroir du Pic Saint Loup constitue de cailloutis argilo-calcaires est entoure de garrigues, ce qui lui donne un veritable attrait pour les amoureux dune nature au caractere sauvage mais tres hospitaliere (cf office de tourisme de Claret). Le caveau de vente situe dans une salle voutee du XIIe siecle est agree Qualite Herault et Bienvenue a la ferme.

       Le Domaine de Villeneuve a ete repris en 1980 par Myriam et Christian Florac, agriculteurs qui auparavant apportaient leur  production a la cave cooperative du village. En vinifiant leurs propres raisins, ils avaient le projet de faire des vins de qualite superieure Pic Saint Loup et de faire partager leur passion pour le vin :  mission reussie avec une notoriete aujourdhui reconnue et une importante frequentation du caveau de vente au domaine. Pendant 25 ans de nombreux et fructueux investissements  ont ete realises au vignoble ainsi qua la cave de vinification.
       En 1989, le domaine sest agrandi avec les 20 hectares de vignes  du pere de Myriam Florac  sur la commune de Valflaunes, au pied de lHortus,  face au Pic Saint Loup. En 2005, leur fille Anne-Lise Fraisse-Florac a pris la suite de ses parents, secondee par  son mari Bernard Fraisse, apiculteur professionnel,  qui  participe a la vinification depuis 1987,  avec le projet de faire partager son enthousiasme et son savoir-faire pour continuer a faire exprimer la grande richesse de ce terroir.

Le vignoble 
       Le vignoble est constitue denviron cinquante hectares situes dans un cirque naturel de coteaux argilo-calcaires expose sud/sud-est et beneficie dune exposition exceptionnelle.
Il est essentiellement compose de Syrah, de Grenache noir, de Mourvedre et de Carignan pour les vins rouges ; de Syrah, de Grenache, de Mourvedre et de Cinsault pour les vins roses ; et de Grenache blanc, de Roussanne, de Viognier et de Chenin pour les vins blancs. Les vieilles vignes  de Grenache et de Carignan de 30 a 50 ans sont cultivees en gobelet. Celles de Syrah, Mourvedre, Grenache noir, Grenache blanc, Roussanne sont palissees. Le rendement est denviron 49 Hl/ha et de 25 hl/ha pour les tetes de cuvee. Les travaux aux vignes (demarche de conduite raisonnee, labour, maitrise de la vigueur de la vigne, palissage)  et a la cave de vinification (maceration plus longue, pigeage...)  sont realises avec soin pour obtenir des vins de qualite optimale dans le respect de la typicite propre du terroir Pic Saint Loup.

Vinification 
       Les meilleures conditions sanitaires sont requises pour concevoir le meilleur des vins : controle des maturites,  vendange essentiellement manuelle et tri de la vendange a la main. La cave est constituee dune partie ancienne avec les cuves de fermentation en beton partiellement enterree et dune autre partie avec les cuves de stockage en beton ainsi que des cuves a chapeau flottant. Le raisin est encuve  en passant par legrappoir en vendange mecanique ou encuve grappes entieres pour la maceration carbonique  en vendange manuelle.
       Tous les elements nobles de la peau du raisin sont extraits avec des cuvaisons longues et une parfaite maitrise des temperatures pour  obtenir un vin a la belle couleur rouge avec des tanins dune grande souplesse. Lutilisation du pigeage a permis une meilleure extraction des polyphenols des  vins qui sont plus concentres  avec une belle complexite aromatique. Une partie de la recolte est elevee de 18 mois a 24 mois en barrique de chene francais,  pour obtenir un boise plus fin, de vanille et  de reglisse. Le choix de lorigine du bois se fait avec la Tonnellerie Saint Martin apres degustation des vins. Il varie en fonction du cepage et du millesime (bois de chene dAllier, de Troncais, ou des Vosges)
         Le chai delevage du vin est isole de la cave dans un local  en pierres a temperatures constante  pour permettre un elevage dans de bonnes conditions."
3727;Villa Noria;"Villa Noria est un domaine bio situe a Montagnac (a cote de Pezsenas). Le domaine produit une gamme de vins de cepages (Sauvignon Blanc, Chardonnay, Rose, Pinot Noir, Cabernet Sauvignon) ainsi que du Picpoul de Pinet (AOP).
L'integralite de la recolte est vinifie sur la propriete dans une nouvelle cave construire en 2020.
Le caveau est ouvert pour degustation et achat a la proprietee"
850;LES OLIVIERS DU MAS DIEU - JF BOSC;"Oliveraie de 4 ha sur le domaine du Mas Dieu, plantee en 2004; le domaine se situe sur la commune de Montarnaud, route de murviel.
Production de diverses varietes ancestrales de la region: lucques, olivieres, verdales de l"
3943;BISCUITERIE DES AUMIERES;"Situee en Occitanie, et plus precisement dans l'Aveyron, sur les hauteurs de Millau, la Biscuiterie des Aumieres fabrique artisanalement des cookies, sables et cakes, sans gluten et sans lactose. Elle propose une production de qualite, des ingredients selectionnes, issus de l'agriculture biologique, des recettes sans colorant et sans conservateur. Le conditionnement est realise manuellement.
Les cakes, brownies et madeleines sont fabriques a la commande pour vous garantir un maximum de fraicheur.
Venez decouvrir notre boutique de gourmandises"
1337;LES CHEMINS DE BASSAC;"Les Chemins de Bassac est un domaine familial de 17 ha qui produit des IGP des Cotes de Thongue de belle expression sur un sol de coteaux argilo-calcaires. Il a connu, tour a tour, ombres et lumieres de lhistoire viticole languedocienne jusqua une audacieuse restructuration de la totalite du domaine a la fin des annees 1980 pour donner naissance a une des plus belles proprietes du Languedoc. Bassac est un lieu-dit et les chemins qui y menent vous invitent a flaner sur ces coteaux ensoleilles ou se cotoient oliviers, vignes, chenes et cypres 
Le vignoble est conduit en agriculture biologique (ECOCERT) depuis 20 ans et est certifie NOP (BIO USA). La production de 100 000 bouteilles est vendue a l'export (60%) et en France (40%). Notre encepagement, compose de 7 varietes : 5 rouges: Grenache, Syrah, Mourvedre, Cabernet Sauvignon et Pinot Noir ; 2 blancs Roussanne et Viognier, offrent un bouquet aromatique delicieusement equilibre resultat de la combinaison de cepages mediterraneens avec leurs cousines plus eloignees.
Aujourdhui reconnus dans le monde entier, les vins elegants et populaires des Chemins de Bassac sont le fruit dun long travail nourri de la passion du vin et de la conviction que ce terroir cache un noble caractere."
3739;CHATEAU DE CORNEILLA;"Sublimer notre terroir a travers chaque millesime. 

Depuis 1485, la famille Jonqueres dOriola produit des vins de renommee dans la region du Roussillon, dans le sud de la France. 

Si ses  80 hectares de vignes sont exploites et repartis sur
differentes proprietes localisees entre le sud de Perpignan et Collioure, cest au Chateau de Corneilla-del-Vercol, point dancrage de la famille bati au XIIIe siecle par les Templiers, que William Jonqueres dOriola,  27eme generation de la lignee de vignerons, elabore les vins du domaine declines en 6 appellations du Sud Roussillon : Cotes Catalanes, Cotes du Roussillon, Cotes du Roussillon Village les Aspres, Collioure, Muscat de Rivesaltes et Rivesaltes.

Le respect de lenvironnement, la preservation de la richesse de la biodiversite et la regularisation des ecosystemes sont au cur des preoccupations du domaine. Limplantation dune station meteorologique permet de meilleures prises de decisions dans la protection du vignoble et les cultures sont exploitees par une agriculture raisonnee labellisee HVE (Haute Valeur Environnementale), tout comme le verger de 6 000 oliviers, dont est issue la production dhuile dolive Vierge Extra, produite en Agriculture Biologique.

Le sens du defi et la tradition familiale constante du perfectionnisme longtemps incarnes par Joseph Jonqueres dOriola (equitation) ou  Christian dOriola (escrime), sportifs pluri medailles dans les competitions internationales majeures, se traduit aujourdhui par des vins  sans cesse portes a leur plus haut niveau et primes dans les plus grands concours nationaux et internationaux."
2319;DOMAINE LA RUNE;"Les vignes, la cave, la philosophie.

Notre vignoble, partie à  laquelle nous sommes le plus attaché et où nous passons le plus de temps, est la source dont tout découle. Nous sommes la 5ème génération à travailler nos vignes avec  amour.  Les grands parents de nos grands parents pratiquaient déjà les gestes que nous perpétuons.
	Situé dans le massif des Hautes Corbières, il est composé de 35 parcelles de vignes disséminées sur les coteaux rocailleux des communes de Talairan, St Laurent de la Cabrerisse et Jonquières. Nous menons les vignes en cordon de Royat, Guyot et gobelet  toujours dans un  souci de qualité  et de respect de la nature environnante. Nous raisonnons chacune de nos actions en privilégiant toujours la prophylaxie.  La charge de chaque cep est maîtrisée de manière à obtenir une vendange très saine parfaitement mûre et dune qualité parfaite. Laltitude relativement élevée de nos vignes amène la fraicheur nécessaire à la bonne maturation des tanins tout en conservant des notes incroyablement  fruitées et fraîches 
	La cave, ultramoderne et entièrement construite de nos mains, allie éco matériaux modernes et techniques ancestrales. Elle nous permet de travailler en gravitaire pour lapport de vendange. Semi enterrée et bénéficiant dune isolation très performante, elle est loutil technique et agréable qui nous parait indispensable pour le travail du raisin et le vieillissement du vin dans les meilleures conditions. Les cuves cubiques en béton revêtu, toutes thermo-régulées, sont des contenants particulièrement adaptés à notre mode de travail permettant des pigeages manuels et des remontages tout en douceur. La maîtrise précise des températures de fermentation  permet une extraction optimisée.
	Nous produisons plusieurs profils de vins, certains sur la puissance, dautres plus sur la facilité mais en gardant toujours comme ligne de conduite une grande finesse. Lélégance constitue notre signature.
Le savoir faire, la sensibilité personnelle allié à la technique et la remise en question perpétuelle pour  produire un vin toujours plus agréable et exceptionnel, voilà notre moteur. 

Manuel, Dominique et Xavier."
2593;LES CHIPS DE L'AVEYRON;Fondee en 1997, notre entreprise fait perdurer avec passion la fabrication artisanale de chips dans le respect des traditions en proposant des produits simples: sans colorant, sans conservateur et d'origine 100% francaise.
2888;Les Ruchers d'Embideau;ruchers
2894;DOMAINE DU PIN;"Le Domaine du Pin est avant tout une histoire de famille (3ème génération), chaque génération nouvelle ayant appris de la précédente les secrets de ce noble métier ; ce savoir- faire ancestral évolue, mettant à profit des techniques modernes pour renforcer et améliorer la culture de la vigne. C'est dans le département de l'Hérault, sur la petite commune de Moulès et Baucels dans l'Hérault qu'est situé le Domaine du Pin, sur les hauteurs des Terrasses du Larzac et aux limites du Pic-st-Loup. Le vignoble se situe au cur dun paysage varié entre montagnes et plaines. Dannée en année le vignoble se restructure en incorporant des cépages différents pour convenir aux goûts de chacun et réaliser des assemblages de qualité.  Les différents cépages utilisés tels que la Syrah, le Grenache ou le Chardonnay permettent d'élaborer des vins de caractère."
1411;LES CAVES DE MOULINES;Installée depuis plusieurs générations dans le Sud de la France, la famille Saumade fonde  la société Les Caves de Moulines Sarl  qui regroupe aujourdhui deux Domaines viticoles :le Domaine de MOULINES - IGP Pays dHérault (1913)le Domaine de FIGUEIRASSE - IGP Sable de Camargue. (1905)
3618;Cote Fish;"Lien direct entre le pecheur et le consommateur, Cote Fish releve un defi depuis 2017 : Etre le site internet de vente de poissons extra-frais de Mediterranee.

Pecheurs et chefs dentreprise, Mathieu et Giovanni en sont les deux co-fondateurs. Giovanni Garini issu dune grande famille de pecheurs est le Capitaine dun bateau pratiquant une peche eco-durable. Mathieu Chapel est un passionne diplome de lecole de la Mer a Sete.

Leur idee : comment proposer du poisson frais en circuit court afin deviter les intermediaires ?

Ou que vous soyez en France Metropolitaine, Fish, vous livre en moins de 24 heures des produits extra-frais dune peche durable, de Mediterraeee."
3124;PEPINIERES RUIZ;"Dans l'Hérault, aux portes de Montpellier, la pépinière RUIZ est un GAEC et une entreprise familiale, créée au printemps 2001.

Elle est dirigée par Messieurs Ruiz Jean Michel et Bruno, qui assurent la succession de Monsieur Ruiz Michel créateur de cette société en 1975.

De 1975 au 31 Août 2009, lexploitation se situait à Mauguio.

Lexpropriation par Réseau Ferré de France pour la ligne TGV nous a contraint à déménager sur la commune de Saint Aunes. Cela nous a permis de concevoir un aménagement plus moderne, plus pratique pour accueillir notre clientèle, sur un site plus grand."
1283;Domaine de La Réserve d' O;"Superficie totale : 12,6 ha  
 
Encépagement total :Syrah :	 	40 %   	35 ans
				Grenache : 	50 %  	35 ans
				Cinsault : 	        10 %	35 ans

Historique : 
En 2005, après une dizaine dannées de recherche, Marie et Frédéric  découvrent cette magnifique parcelle de 10 ha sur le Causse dArboras. Ils savent quils ont alors trouvé le terroir idéal. Marie apprend peu de temps après quils ont choisi de sinstaller sur  le terroir de ses ancêtres. En effet  sa branche maternelle est originaire de St Jean de la Blaquière,  vignerons, ils avaient du quitter leurs terres lors de la crise du phylloxera. 

Philosophie : Marie Chauffray est née à Sao Paulo (Brésil), au cours de ses études en Agronomie Tropicale, elle rencontre Lucia Batista de Almeida, agronome brésilienne dorigine indienne qui va linitier  à lutilisation de préparations à base de plantes  et  de cendres  dans les techniques culturales. Ces méthodes  biodynamiques sont utilisées  à La Réserve d O depuis lachat du Domaine.
Lidée de donner le nom de notre maison La Réserve dO au Domaine vient de lenvie de créer une réserve naturelle où lon puisse produire du raisin dans un écosystème riche tant au niveau de la faune que de la flore. 
Quoi de plus agréable  que de travailler dans un environnement préservé. Optimiser léquilibre des sols, créer de la biodiversité, permettre aux terroirs de sexprimer pleinement dans les vins, ce nest pas seulement un argument commercial, ce nest pas quune question de mode ! Cest lessence de notre métier.
Notre vignoble est situé à 400 m daltitude sur les contreforts du Plateau du Larzac et surplombe la vallée de lHérault. Les 10 ha  prennent racines dans un terroir de cailloutis calcaire très pauvre et balayé quotidiennement par les vents du Nord.
Avec des amplitudes thermiques jour/nuit pouvant atteindre plus de 20 degrés en été, la maturation des raisins se fait lentement et confère à nos vins une fraicheur et une grande complexité aromatique. Cette identité « terroir » est la signature de notre appellation « Terrasses du Larzac ».
Travail de la vigne :Nous avons choisis de produire du vin dans un contexte global, nous souhaitons prendre en compte non seulement le sol et la plante mais aussi tout le système écologique du plus petit ( microbiologie) au plus grand (système planétaire). 
Les pratiques agronomiques habituelles (travail du sol, taille, ébourgeonnage, etc.) sont indispensables, ensuite nous prenons en compte des paramètres  plus « biodynamiques » :
Par exemple, nos travaux suivent le rythme solaire ,évident et très important : le cycle journalier du soleil (jour/nuit, lever du soleil, soleil au zénith puis coucher du soleil).Nous préférons mettre en bouteille notre cuvée Sanssoo le matin et Hissez O en fin de journéeDans le cas du Sanssoo, le matin lui insufflera un coté aérien et pour Hissez O la fin daprès midi renforcera sa capacité de garde.
La taille de la syrah seffectuera plutôt en période de lune descendante (une quinzaine de jours pendant les mois de février/mars. Cette vigne est plutôt fragile, la taille pendant cette phase lunaire laidera à lutter contre lesca en favorisant la régénération du végétal et améliorera sa vigueur.
Les préparations à base de bouse de vache et de plantes sont également très importantes dans nos pratiques biodynamiques :
La bouse de corne que nous préparons est dynamisée et appliquée en fin de journée sur le sol . Elle permet dobtenir une meilleure structure du sol, en favorisant lactivité microbienne et la formation dhumus, en régulant le ph en développant la croissance du système racinaire de manière verticale vers la profondeur.
Un autre exemple significatif de notre travail, en 5 ans nous avons divisé les quantités de cuivre Métal (bouillie bordelaise ) apportées à la vigne par 5, sur lannée 2011 nous avons utilisé 0,5 kg de Cu ,1,4 kg en 2012 et 0,7 kg en 2013 .  La norme bio européenne limite cette quantité annuelle à 5 kg par an. Cette réduction est due au fait de mélanger à de toutes petites quantités de bouillie bordelaise une décoction de prêle dynamisée (ramassée à Goulier (Ariège). Notre engagement auprès de lagriculture biodynamique est dicté par notre volonté de produire des vins de grande qualité en respectant au mieux la nature et les êtres qui y vivent.
Ces exemples pris indépendamment des uns des autres ne sont pas déterminants pour les caractéristiques de nos vins. Mais mis bout à bout, ils conduisent à notre style de Vins, unique car étroitement lié au terroir de La Réserve dO. 



Travail en cave : Après les vendanges manuelles, les raisins sont eraflés (excepté 2 cuves de grenache) puis encuvés par gravite. La fermentation se fait naturellement avec les levures indigènes dans des cuves inox ou béton brut. Quelques remontages et légers pigeages sont effectués pendant la macération de un mois environ
Une partie des vins est alors écoulée en demi-muid de 400 l .lélevage en bois nexcède pas plus de 40% du volume, il est réservé à laffinage des cuves les plus puissantes a fin damener une complexité subtile  à lassemblage final qui seffectue 18 mois plus tard.
Nous nutilisons aucun additif  excepté des doses très raisonnées de sulfite pendant lélevage (24 à 30 mois) et le SO2 total sera toujours inférieur 70 mg/hl.


Vins :
SansSoo , cuvée produite sans aucun intrant  
 
La  Réserve dO en blanc et en rouge,  cuvée éponyme du Domaine,  photographie de notre terroir (même % à lassemblage que % de lencépagement sur le Domaine)

Hissez O,   né dans le haut de la parcelle sur un lit de cailloutis calcaire, cette cuvée nous fait prendre le large  

Doux dO  , vin issu de grenache vendangé tardivement, pas de mutage , ni de sulfitage pour bloquer la fermentation, sucre résiduel = 35 g/hl . 


Bilbo , cuvée hommage à la ville de Bilbao ,  avec beaucoup de grenache 

 
Mélilo Roc ,  nouvelle cuvée, puissante et sans artifice"
1377;les vignerons de Montblanc;"Fondée en 1937, la cave coopérative 'Les Vignerons de Montblanc' a été inaugurée en 1939 par Albert Lebrun, Président de la République.
L'aire d'apport de la cave prend en compte les communes de Montblanc, St Thibéry, Nézignan l'évêque et les communes limitrophes. Le vignoble s'étend sur 1700 hectares environ, avec une forte proportion de cépages permettant la production d'IGP Oc et Côtes de Thongue."
2395;GUILLEM EXPORT FRANCE;Expéditeur en fruits et légumes depuis 3 générations nous expéditions tous les jours les produits du ROUSSILLON à la GMS aux GASC et aux grossistes de marché ainsi qu'a de très détaillants. Artichaut, cèleris, abricot, pêche et nectarine, fève et oignon rouge de TOULOUGES, salade et épinard. Patates et choux.
2377;le fournil en Cévennes;Pains et viennoiseries bio cuits au feu de bois
1540;Domaine Sol-Payre;VIGNERON INDEPENDANT EN ROUSSILLON DEPUIS 1913  4° et 5° GENERATION AUX RENNES DU DOMAINE.
2162;CHATEAU CORRENSON;"Notre château est situé à St Géniès de Comolas et s'étend
sur 70 hectares, dont une grande partie borde la propriété.
Vincent Peyre, Propriétaire Récoltant, représente la
troisième génération de sa famille à partager cette belle
passion du vin au Château Correnson.
Depuis près de 40 ans, l'exploitation se modernise, sans pour autant tourner le dos aux traditions qui sont chères aux propriétaires. Respect, partage et volonté, trois maîtres mots qui illustrent la philosophie de notre domaine familial. L'équipe du Château met tout en uvre pour proposer des vins de qualité d'AOC Châteauneuf du Pape, Tavel, Lirac et Côtes du Rhône."
3937;SAS LES VIGNOBLES ST DIDIER PARNAC;"Nous sommes producteurs a CAHORS et Negociants en vins de la region du Sud Ouest.
Notre activite est orientee vers l'export."
1683;Domaine Grier;Au coeur du Fenouillèdes, dans la célèbre Vallée de lAgly, découvrez un domaine dexception créé en 2006 par la famille Grier originaire dAfrique du Sud. Les vins produits à partir de cépages méditerranéens sur un des plus beaux terroirs du Roussillon incarnent le mariage réussi entre ancien et nouveau monde.
1927;DOMAINE CARRIERE AUDIER;"domaine familial situé a Vieussan très beau village dans la vallée de l'Orb;"
3137;CHATEAU GUERY;"Avec Florence mon épouse, nous vivons dans ce terroir magnifique, mûs par la même passion : accompagner et faire croitre nos vignes en toutes saisons, respectant chaque cépage, chaque millésime, en sadaptant en permanence aux aléas du climat et aux besoins du sol pour obtenir lexcellence.  Nous élevons, conduisons des raisins pour quils donnent le meilleur d'eux-mêmes : un jus délicieux pour un vin unique. Pour en arriver là, patience et longueur de temps sont des vertus que la nature nous impose ; Elle s'imprègne aussi de Celui vers qui tout tend et vers qui nous élevons les fruits de notre travail. 'LEsprit nous fait vivre : laissons-nous conduire par lEsprit !' Voilà pourquoi nous le mettons  à lhonneur en vous proposant nos vins.
Bienvenue chez nous !"
2281;DOMAINE SAINT DAUMARY;"Le Domaine Saint Daumary est situe a Valflaunes, au cur du Pic Saint Loup. Il a ete cree en 1999 par Julien Chapel, vigneron, fils et petit-fils de viticulteurs. 
	Julien a debute  avec 4 ha et le Domaine en comprend aujourdhui environ 20.
	Petite anecdote, Julien pour son millesime 1999, age de 19 ans, etait le plus jeune vigneron du Languedoc-Roussillon"
2535;DOMAINE VAL DE RAY;Domaine Val de Ray est né d'une passion pour la vigne, le terroir et les grands vins. Situé sur le terroir exceptionnel de Tautavel, premier terroir choisi par l'homme il y a 550000 ans, dans une vallée magique où la nature est préservée. Le vignoble de 22 HA, majoritairement des vieilles vignes de 50 à plus de 90 ans, bercé par la tramontane, ce qui limite le développement des maladies et par conséquences les traitements. Le Domaine est certifié Haute Valeur Environnementale, la préservation d'un équilibre agro-écologique est un de ses piliers fondamentaux.
787;Château Le Bouïs;"Aux portes du massif de la Clape, le Château le Bouïs ouvre ses portes depuis près de 300 ans.
La Clape, petite île de lépoque Gallo Romaine qui sest attachée au continent, a plus de 2000 ans de savoir faire dans lart  vigneron.
La qualité de ses terroirs et de ses vins lui valent une réputation
internationale.
Cest à lorée de ce site exceptionnel, sur le remarquable terroir appelé Corbières Méditerranée, que les 49 hectares du domaine Château le Bouïs sont implantés, exposés au sud, face à la mer."
2330;BARREDA GUY;Plusieurs producteurs de raisins de table se regroupent afin de proposer leurs produits tant aux grossistes qu'aux centrales d'achat
1389;Les vignerons de Pignan;Des Têtes, des tronches, du caractère Notre petite coopé rassemble une quinzaine dexploitations familiales à tailles humaine Derrière chaque bouteilles, chaque verres, il y à un terroir, un visage, une histoire, une famille  et la passion du vin
1809;Château de l'Engarran;le chateau de l'ENGARRAN situe aux portes de Montpellier est une propriete viticole et familiale de 60 HECTARES geree par les femmes de la famille depuis trois generations .Ici se melent patrimoine historique et viticole depuis 1632. Sur le terroir de villafranchiens de Saint Georges d'Orques Diane Losfelt produit des vins sur les trois niveaux d'AOC et aussi en  PAYS D'OC  avec une recherche d'elegance et de veloute sous label TERRA VITIS. Sur place un musee du vin ainsi qu'un caveau voute 17 EME  vous accueillent tous les jours pour partager : leur passion du vin , du terroir et de l'histoire du Languedoc
1929;MARIE-AMELIE;Entreprise spécialisée dans les produits de la mer depuis 1981: soupe de poissons, encornets farcis...
1471;CHÂTEAU MILHAU-LACUGUE;"La scea Château Milhau-Lacugue est exclusivement située sur le domaine de Milhau à Puisserguier. 
Ce grand domaine Languedocien, d'origine romaine, s'est structuré tout au long du moyen age grâce aux Hospitaliers qui accueillaient commerçants et voyageurs à l'époque des grands pèlerinages. 
La géologie très tourmentée de ces coteaux exposés Sud-sud-est autorise la production d'une véritable gamme de vin composée de blancs, rouges et rosés, d'appellation Saint-Chinian contrôlée, de vins de cépages et de cuvées Igp Coteaux de Fontcaude.
L'huile d'olive complète ces productions viticoles."
2175;Clo de l'Herme;Petit domaine artisanal situe au pieds du Larzac.Terroir argilo -calcaire d'altitude 400m.Grenache Syrah Merlot. Labelise Ecocert et Demeter.Une cuvee une couleur rouge.
707;Safraniere Du Grand Pre;Production de safran biologique, de gelées de fleurs et de fruits au safran, et de biscuits au safran.
1097;DOMAINE DES SOULIE;"Le Domaine des Soulié, exploitation viticole familiale de lappellation Saint-Chinian, est située à ASSIGNAN dans lHérault à une altitude de 250 mètres sur un sol argilo calcaire.
Nous cultivons 25 hectares de vignes en agriculture biologique depuis 1968, dans le respect de la nature et de lenvironnement (ECOCERT).
Le vignoble a en moyenne 30 ans et rassemble les cépages suivants : Grenache, Syrah, Cinsault, Mourverdre, Pinot, Merlot, Sauvignon, Roussanne, Marsanne, Malbec, Grenache blanc et gris, Bourboulenc, Chenin
A la cave, la cuverie est en inox et thermorégulée.
Après les vendanges mécaniques, le raisin passe sur une table de tri, est égrappée puis foulée avant de tomber dans les cuves.
Tous les vins bénéficient dune vinification traditionnelle."
2821;DOMAINE LA PARRA;"Production de Blanc ,Rosé ,Rouge, 
en AOP minervois , IGP pays d'oc, 	
de vin passerillé et de vin sans sulfites ajoutés  élaboré selon des Recettes Romaines. 
Production d'huile d'olive  et de jus de pomme.

Le DOMAINE LA PARRA, cest :
Un travail de la vigne de manière raisonnée, une taille aux ciseaux manuels, une limitation de produits phytosanitaires (avec utilisation de produits homologués en bio),pas d'irrigation des parcelles, une vendange en partie manuelle, un travail de cave avec un petit pressoir, une vinification traditionnelle sans apport de levures exogènes, ni produites chimiques stabilisateurs (ce qui peut engendrer un dépôt natuel dans le fond de la bouteille) dans le but davoir un produit authentique et non standardisé .Un bouchonnage et étiquetage à la main.
Une vinification sans sulfites ajoutés pour les vins Antiques.
Nos vins sont originaux . Ils sont différents dune année à lautre selon les cépages et les procédés de vinification utilisés.
   Vins passerillés, c'est à dire, surmûris sur la souche : nous avons dans cette catégorie plusieurs produits moelleux : muscat petit grain et le DEFRUTUM : assemblage de Grenache ,Vermentine  ,Roussanne ,en méthode Antique). 
Nos cuvées Antiques sont des produits rares et très intéressants."
3331;Société Porc Montagne;"La Société Porc Montagne est l'unité d'abattage, de découpe et de commercialisation de viande de porc du groupe Alliance Porci d'Oc (APO), basée à Sainte-Radegonde dans l'Aveyron.
APO est une coopérative qui regroupe près de 300 éleveurs de porcs situés principalement en région Occitanie.
La Société Porc Montagne (SPM) emploie 150 salariés et abat environ 6000 porcs par semaine pour un tonnage annuel commercialisé de près de 30 000 tonnes de viande.
SPM propose plusieurs offres commerciales qui vont du porc VPF (porcs nés, élevés, et abattus en France) au porc issu de l'Agriculture Biologique. 
Elle propose notamment une offre sous appellation 'Porc de l'Aveyron (R)', marque commerciale appartenant au groupe APO. Environ 100 élevages, adhérents du groupe APO, entrent dans la démarche 'Porc de l'Aveyron', principalement des élevages familiaux, fabriquant leur aliment à la ferme. L'abattage et la découpe des porcs se font au sein de la Société Porc Montagne (seul abattoir autorisé pour abattre les porcs de la démarche 'Porc de l'Aveyron').
Ainsi le 'Porc de l'Aveyron' est la garantie d'une filière courte gage de qualité et d'authenticité des produits."
2595;Truffe GAZEL;"PRODUCTEURS FRANÇAIS DE TRUFFE DEPUIS 3 GÉNÉRATIONS.
La famille GAZEL a construit son expérience sur la recherche de lexcellence et du goût. Basée dans lHérault nous cultivons la truffe à partir de méthodes ancestrales et une philosophie basée sur le respect de la nature, le partage et le plaisir.
Toutes nos truffes sont issues dun travail déquipe avec les chiens truffiers et les ressources merveilleuses de la nature.
Passionnés par notre métier, nous souhaitons vous faire partager cette aventure gourmande quest la découverte de la truffe noire."
901;Cooperative La Tour;"Cooperative de fruits et de legumes frais situee dans la plaine du Roussillon, nous sommes specialises dans les fruits a noyaux (35 00 tonnes).
Notre production s'echelonne de mai a septembre.
Depuis quelques annees, nous developpons une gamme de produits Bio et de conversion vers l'agriculture biologique."
600;Le Petit Catalan;"Elevage unique d'escargots 'petits gris' (helix aspersa Muller) et
'gros gris' (helix aspersa maxima) certifies BIO !
Escargot tres clair de chair, tres propre, extremement tendre et gouteux. Cuisson tres rapide (1.5 mn a la plancha et, 20 mn en sauce sans blanchiment !). Pour les gros gris, 2 mn de court-bouillon, au lieu de 45 mn !
La totalite de l'exploitation est certifiee BIO."
3916;"Les jardins de l&#39;instant vegetal";"L' exploitation agricole :Creee en 2018 par Michael Fayret botaniste de terrain, herboriste. Elle s'etend sur une surface de 3000m2, dont 300m2 de serre en verre.

Elle possede trois types de missions :
- La production de fleurs comestibles a vise de la restauration.
- la cueillette de plantes sauvages a vise de la restauration.
- pedagogique, en creant des visites cueilleur sauvages et atelier de cuisine sauvage.

Mais aussi experimenter des nouvelles techniques ou des nouvelles productions...


L"
2268;VILLA DELMAS;"En 1998, Jocelyn Delmas achète ses premières parcelles sur la commune de Saint-Thibéry, elles seront rénovées par la suite.

En 2000, Fabrice Delmas suit une formation en BTSA Viticulturenologie au LEGTA Agropolis de Montpellier.

En 2005, nous décidons de nous associer et créons l'EARL Delmas avec l'achat de deux nouvelles parcelles de 4 Hectares que nous apportons en cave coopérative.

En 2010, nous démarrons la construction de notre propriété sur la route de Valros à Saint-Thibéry au lieu dit La Manse (Un manse est à l'origine une tenure correspondant à une parcelle agricole suffisamment importante pour nourrir une famille. À l'époque mérovingienne il est désigné comme une terre cultivée par un affranchi.

Si sa superficie est assez précise (voir l'article Pertica pour la valeur d'un manse), dès l'époque carolingienne, cette unité recouvre des superficies très différentes selon les régions. Elle sert essentiellement à la fiscalité. Souvent regroupés en colonicae ou collongues, les manses étaient occupés par des rustici ou coloni (paysans ou colons) qui devaient au seigneur une partie de leur récolte ou un service. Le manse est utilisé, pour la France, au Moyen Âge et à l'époque moderne.

Le chef-manse ou cap-manse est le centre d'un domaine dont dépendent plusieurs manses."
